Simplified,Traditional,Pinyin,Level
譬如,譬如,pìrú,7-9
譬如说,譬如說,pìrú shuō,7-9
片子,片子,piānzi,7-9
偏差,偏差,piānchā,7-9
偏方,偏方,piānfāng,7-9
偏见,偏見,piānjiàn,7-9
偏僻,偏僻,piānpì,7-9
偏偏,偏偏,piānpiān,7-9
偏向,偏向,piānxiàng,7-9
偏远,偏遠,piānyuǎn,7-9
篇幅,篇幅,piānfú,7-9
片段,片段,piànduàn,7-9
骗人,騙人,piàn rén,7-9
漂,漂,piāo,7-9
飘,飄,piāo,7-9
票房,票房,piàofáng,7-9
撇,撇,piě,7-9
拼搏,拼搏,pīnbó,7-9
拼命,拼命,pīnmìng,7-9
贫富,貧富,pín fù,7-9
贫穷,貧窮,pínqióng,7-9
频率,頻率,pínlǜ,7-9
频频,頻頻,pínpín,7-9
品尝,品嘗,pǐncháng,7-9
品德,品德,pǐndé,7-9
品位,品位,pǐnwèi,7-9
品行,品行,pǐnxíng,7-9
聘,聘,pìn,7-9
聘任,聘任,pìnrèn,7-9
聘用,聘用,pìnyòng,7-9
乒乓球,乒乓球,pīngpāngqiú,7-9
平常心,平常心,píngchángxīn,7-9
平淡,平淡,píngdàn,7-9
平和,平和,pínghé,7-9
平价,平價,píngjià,7-9
平面,平面,píngmiàn,7-9
平民,平民,píngmín,7-9
平日,平日,píngrì,7-9
平息,平息,píngxī,7-9
评定,評定,píngdìng,7-9
评论员,評論員,pínglùnyuán,7-9
评判,評判,píngpàn,7-9
评审,評審,píngshěn,7-9
评委,評委,píngwěi,7-9
凭借,憑借,píngjiè,7-9
凭着,憑著,píngzhe,7-9
凭证,憑證,píngzhèng,7-9
瓶颈,瓶頸,píngjǐng,7-9
萍水相逢,萍水相逢,píngshuǐ-xiāngféng,7-9
泼冷水,潑冷水,pō lěngshuǐ,7-9
颇,頗,pō,7-9
迫不及待,迫不及待,pòbùjídài,7-9
迫害,迫害,pòhài,7-9
迫使,迫使,pòshǐ,7-9
破案,破案,pò'àn,7-9
破除,破除,pòchú,7-9
破解,破解,pòjiě,7-9
破旧,破舊,pòjiù,7-9
破裂,破裂,pòliè,7-9
破灭,破滅,pòmiè,7-9
破碎,破碎,pòsuì,7-9
魄力,魄力,pòlì,7-9
扑克,撲克,pūkè,7-9
扑面而来,撲面而來,pūmiàn-érlái,7-9
铺路,鋪路,pūlù,7-9
菩萨,菩薩,púsà,7-9
朴实,樸實,pǔshí,7-9
朴素,樸素,pǔsù,7-9
普通人,普通人,pǔtōng rén,7-9
谱,譜,pǔ,7-9
瀑布,瀑布,pùbù,7-9
七嘴八舌,七嘴八舌,qīzuǐ-bāshé,7-9
沏,沏,qī,7-9
凄凉,淒涼,qīliáng,7-9
期盼,期盼,qīpàn,7-9
欺骗,欺騙,qīpiàn,7-9
欺诈,欺詐,qīzhà,7-9
漆,漆,qī,7-9
齐心协力,齊心協力,qíxīn-xiélì,7-9
其后,其後,qíhòu,7-9
其间,其間,qíjiān,7-9
奇花异草,奇花異草,qíhuā-yìcǎo,7-9
奇迹,奇跡,qíjì,7-9
奇特,奇特,qítè,7-9
歧视,歧視,qíshì,7-9
祈祷,祈禱,qídǎo,7-9
棋,棋,qí,7-9
棋子,棋子,qízǐ,7-9
旗袍,旗袍,qípáo,7-9
旗帜,旗幟,qízhì,7-9
乞丐,乞丐,qǐgài,7-9
乞求,乞求,qǐqiú,7-9
乞讨,乞討,qǐtǎo,7-9
岂有此理,豈有此理,qǐyǒucǐlǐ,7-9
启迪,啟迪,qǐdí,7-9
启蒙,啟蒙,qǐméng,7-9
启示,啟示,qǐshì,7-9
起步,起步,qǐbù,7-9
起草,起草,qǐcǎo,7-9
起程,起程,qǐchéng,7-9
起初,起初,qǐchū,7-9
起伏,起伏,qǐfú,7-9
起劲,起勁,qǐjìn,7-9
起跑线,起跑線,qǐpǎoxiàn,7-9
起源,起源,qǐyuán,7-9
气愤,氣憤,qìfèn,7-9
气管,氣管,qìguǎn,7-9
气馁,氣餒,qìněi,7-9
气派,氣派,qìpài,7-9
气泡,氣泡,qìpào,7-9
气魄,氣魄,qìpò,7-9
气势,氣勢,qìshì,7-9
气味,氣味,qìwèi,7-9
气息,氣息,qìxī,7-9
气质,氣質,qìzhì,7-9
迄今,迄今,qìjīn,7-9
迄今为止,迄今為止,qìjīn-wéizhǐ,7-9
契机,契機,qìjī,7-9
契约,契約,qìyuē,7-9
器材,器材,qìcái,7-9
器械,器械,qìxiè,7-9
掐,掐,qiā,7-9
卡,卡,qiǎ,7-9
卡子,卡子,qiǎzi,7-9
洽谈,洽談,qiàtán,7-9
恰到好处,恰到好處,qiàdào-hǎochù,7-9
恰恰相反,恰恰相反,qiàqià xiāngfǎn,7-9
恰巧,恰巧,qiàqiǎo,7-9
恰如其分,恰如其分,qiàrú-qífèn,7-9
千变万化,千變萬化,qiānbiàn-wànhuà,7-9
千方百计,千方百計,qiānfāng-bǎijì,7-9
千家万户,千家萬戶,qiānjiā-wànhù,7-9
千军万马,千軍萬馬,qiānjūn-wànmǎ,7-9
千钧一发,千鈞一髮,qiānjūn-yīfà,7-9
迁,遷,qiān,7-9
迁就,遷就,qiānjiù,7-9
迁移,遷移,qiānyí,7-9
牵扯,牽扯,qiānchě,7-9
牵挂,牽掛,qiānguà,7-9
牵涉,牽涉,qiānshè,7-9
牵头,牽頭,qiāntóu,7-9
牵制,牽制,qiānzhì,7-9
铅,鉛,qiān,7-9
谦逊,謙遜,qiānxùn,7-9
签,簽,qiān,7-9
签署,簽署,qiānshǔ,7-9
前辈,前輩,qiánbèi,7-9
前不久,前不久,qiánbùjiǔ,7-9
前赴后继,前赴後繼,qiánfù-hòujì,7-9
前期,前期,qiánqī,7-9
前任,前任,qiánrèn,7-9
前所未有,前所未有,qiánsuǒwèiyǒu,7-9
前台,前臺,qiántái,7-9
前无古人,前無古人,qiánwúgǔrén,7-9
前夕,前夕,qiánxī,7-9
前线,前線,qiánxiàn,7-9
前沿,前沿,qiányán,7-9
前仰后合,前仰後合,qiányǎng-hòuhé,7-9
前者,前者,qiánzhě,7-9
虔诚,虔誠,qiánchéng,7-9
钱财,錢財,qiáncái,7-9
钳子,鉗子,qiánzi,7-9
潜能,潛能,qiánnéng,7-9
潜水,潛水,qiánshuǐ,7-9
潜艇,潛艇,qiántǐng,7-9
潜移默化,潛移默化,qiányí-mòhuà,7-9
潜在,潛在,qiánzài,7-9
谴责,譴責,qiǎnzé,7-9
欠缺,欠缺,qiànquē,7-9
欠条,欠條,qiàntiáo,7-9
歉意,歉意,qiànyì,7-9
呛,嗆,qiāng,7-9
枪毙,槍斃,qiāngbì,7-9
腔,腔,qiāng,7-9
强加,強加,qiángjiā,7-9
强劲,強勁,qiángjìng,7-9
强项,強項,qiángxiàng,7-9
强行,強行,qiángxíng,7-9
强硬,強硬,qiángyìng,7-9
强占,強佔,qiángzhàn,7-9
强制,強制,qiángzhì,7-9
抢夺,搶奪,qiǎngduó,7-9
抢劫,搶劫,qiǎngjié,7-9
抢眼,搶眼,qiǎngyǎn,7-9
敲边鼓,敲邊鼓,qiāo biāngǔ,7-9
敲诈,敲詐,qiāozhà,7-9
乔装,喬裝,qiáozhuāng,7-9
瞧不起,瞧不起,qiáobuqǐ,7-9
巧合,巧合,qiǎohé,7-9
窍门,竅門,qiàomén,7-9
翘,翹,qiào,7-9
撬,撬,qiào,7-9
切除,切除,qiēchú,7-9
切断,切斷,qiēduàn,7-9
切割,切割,qiēgē,7-9
且,且,qiě,7-9
且,且,qiě,7-9
切身,切身,qièshēn,7-9
窃取,竊取,qièqǔ,7-9
钦佩,欽佩,qīnpèi,7-9
侵害,侵害,qīnhài,7-9
侵略,侵略,qīnlüè,7-9
侵权,侵權,qīnquán,7-9
侵占,侵佔,qīnzhàn,7-9
亲和力,親和力,qīnhélì,7-9
亲近,親近,qīnjìn,7-9
亲朋好友,親朋好友,qīnpéng-hǎoyǒu,7-9
亲戚,親戚,qīnqi,7-9
亲情,親情,qīnqíng,7-9
亲热,親熱,qīnrè,7-9
亲身,親身,qīnshēn,7-9
亲生,親生,qīnshēng,7-9
亲手,親手,qīnshǒu,7-9
亲友,親友,qīnyǒu,7-9
勤工俭学,勤工儉學,qíngōng-jiǎnxué,7-9
勤快,勤快,qínkuai,7-9
勤劳,勤勞,qínláo,7-9
寝室,寢室,qǐnshì,7-9
青春期,青春期,qīngchūnqī,7-9
青蛙,青蛙,qīngwā,7-9
轻而易举,輕而易舉,qīng'éryìjǔ,7-9
轻蔑,輕蔑,qīngmiè,7-9
轻微,輕微,qīngwēi,7-9
轻型,輕型,qīngxíng,7-9
倾家荡产,傾家蕩產,qīngjiā-dàngchǎn,7-9
倾诉,傾訴,qīngsù,7-9
倾听,傾聽,qīngtīng,7-9
倾销,傾銷,qīngxiāo,7-9
倾斜,傾斜,qīngxié,7-9
清除,清除,qīngchú,7-9
清脆,清脆,qīngcuì,7-9
清单,清單,qīngdān,7-9
清淡,清淡,qīngdàn,7-9
清静,清靜,qīngjìng,7-9
清凉,清涼,qīngliáng,7-9
清明,清明,qīngmíng,7-9
清晰,清晰,qīngxī,7-9
清新,清新,qīngxīn,7-9
清真寺,清真寺,qīngzhēnsì,7-9
情,情,qíng,7-9
情报,情報,qíngbào,7-9
情不自禁,情不自禁,qíngbùzìjīn,7-9
情调,情調,qíngdiào,7-9
情怀,情懷,qínghuái,7-9
情结,情結,qíngjié,7-9
情侣,情侶,qínglǚ,7-9
情人,情人,qíngrén,7-9
情谊,情誼,qíngyì,7-9
情愿,情願,qíngyuàn,7-9
请柬,請柬,qǐngjiǎn,7-9
请帖,請帖,qǐngtiě,7-9
庆典,慶典,qìngdiǎn,7-9
庆贺,慶賀,qìnghè,7-9
庆幸,慶幸,qìngxìng,7-9
丘陵,丘陵,qiūlíng,7-9
囚犯,囚犯,qiúfàn,7-9
求婚,求婚,qiúhūn,7-9
求救,求救,qiújiù,7-9
求学,求學,qiúxué,7-9
求医,求醫,qiúyī,7-9
求证,求證,qiúzhèng,7-9
求助,求助,qiúzhù,7-9
曲线,曲線,qūxiàn,7-9
曲折,曲折,qūzhé,7-9
驱动,驅動,qūdòng,7-9
驱逐,驅逐,qūzhú,7-9
屈服,屈服,qūfú,7-9
趋于,趨於,qūyú,7-9
曲,曲,qǔ,7-9
取代,取代,qǔdài,7-9
取缔,取締,qǔdì,7-9
取而代之,取而代之,qǔ'érdàizhī,7-9
取经,取經,qǔjīng,7-9
取决于,取決於,qǔjué yú,7-9
取暖,取暖,qǔnuǎn,7-9
取胜,取勝,qǔshèng,7-9
取笑,取笑,qǔxiào,7-9
娶,娶,qǔ,7-9
去除,去除,qùchú,7-9
去处,去處,qùchù,7-9
去向,去向,qùxiàng,7-9
趣味,趣味,qùwèi,7-9
圈套,圈套,quāntào,7-9
圈子,圈子,quānzi,7-9
权衡,權衡,quánhéng,7-9
权威,權威,quánwēi,7-9
权益,權益,quányì,7-9
全长,全長,quáncháng,7-9
全程,全程,quánchéng,7-9
全方位,全方位,quánfāngwèi,7-9
全局,全局,quánjú,7-9
全力以赴,全力以赴,quánlìyǐfù,7-9
全能,全能,quánnéng,7-9
全文,全文,quánwén,7-9
全心全意,全心全意,quánxīn-quányì,7-9
拳,拳,quán,7-9
拳头,拳頭,quántóu,7-9
劝告,勸告,quàngào,7-9
劝说,勸說,quànshuō,7-9
劝阻,勸阻,quànzǔ,7-9
缺口,缺口,quēkǒu,7-9
缺失,缺失,quēshī,7-9
缺席,缺席,quēxí,7-9
确切,確切,quèqiè,7-9
确信,確信,quèxìn,7-9
确凿,確鑿,quèzáo,7-9
确诊,確診,quèzhěn,7-9
燃放,燃放,ránfàng,7-9
燃气,燃氣,ránqì,7-9
燃油,燃油,rányóu,7-9
嚷,嚷,rǎng,7-9
让步,讓步,ràngbù,7-9
饶,饒,ráo,7-9
饶恕,饒恕,ráoshù,7-9
扰乱,擾亂,rǎoluàn,7-9
绕行,繞行,ràoxíng,7-9
惹,惹,rě,7-9
热潮,熱潮,rècháo,7-9
热带,熱帶,rèdài,7-9
热气,熱氣,rèqì,7-9
热气球,熱氣球,rèqìqiú,7-9
热腾腾,熱騰騰,rèténgténg,7-9
热衷,熱衷,rèzhōng,7-9
人次,人次,réncì,7-9
人道,人道,réndào,7-9
人格,人格,réngé,7-9
人工智能,人工智能,réngōng-zhìnéng,7-9
人均,人均,rénjūn,7-9
人品,人品,rénpǐn,7-9
人气,人氣,rénqì,7-9
人情,人情,rénqíng,7-9
人身,人身,rénshēn,7-9
人事,人事,rénshì,7-9
人手,人手,rénshǒu,7-9
人体,人體,réntǐ,7-9
人为,人為,rénwéi,7-9
人文,人文,rénwén,7-9
人行道,人行道,rénxíngdào,7-9
人性,人性,rénxìng,7-9
人选,人選,rénxuǎn,7-9
人缘儿,人緣兒,rényuánr,7-9
人造,人造,rénzào,7-9
人质,人質,rénzhì,7-9
仁慈,仁慈,réncí,7-9
忍饥挨饿,忍飢挨餓,rěnjī-ái'è,7-9
忍耐,忍耐,rěnnài,7-9
忍心,忍心,rěnxīn,7-9
认错,認錯,rèncuò,7-9
认证,認證,rènzhèng,7-9
认知,認知,rènzhī,7-9
任命,任命,rènmìng,7-9
任期,任期,rènqī,7-9
任人宰割,任人宰割,rènrén-zǎigē,7-9
任意,任意,rènyì,7-9
任职,任職,rènzhí,7-9
韧性,韌性,rènxìng,7-9
日程,日程,rìchéng,7-9
日复一日,日復一日,rìfùyīrì,7-9
日后,日後,rìhòu,7-9
日前,日前,rìqián,7-9
日趋,日趨,rìqū,7-9
日新月异,日新月異,rìxīn-yuèyì,7-9
日益,日益,rìyì,7-9
荣获,榮獲,rónghuò,7-9
荣幸,榮幸,róngxìng,7-9
荣誉,榮譽,róngyù,7-9
容光焕发,容光煥發,róngguāng-huànfā,7-9
容量,容量,róngliàng,7-9
容纳,容納,róngnà,7-9
容忍,容忍,róngrěn,7-9
容许,容許,róngxǔ,7-9
容颜,容顏,róngyán,7-9
溶解,溶解,róngjiě,7-9
融,融,róng,7-9
融化,融化,rónghuà,7-9
融洽,融洽,róngqià,7-9
冗长,冗長,rǒngcháng,7-9
柔和,柔和,róuhé,7-9
柔软,柔軟,róuruǎn,7-9
揉,揉,róu,7-9
如果说,如果說,rúguǒ shuō,7-9
如实,如實,rúshí,7-9
如意,如意,rúyì,7-9
如愿以偿,如願以償,rúyuànyǐcháng,7-9
如醉如痴,如醉如癡,rúzuì-rúchī,7-9
儒家,儒家,Rújiā,7-9
儒学,儒學,rúxué,7-9
入场,入場,rùchǎng,7-9
入场券,入場券,rùchǎngquàn,7-9
入境,入境,rùjìng,7-9
入侵,入侵,rùqīn,7-9
入手,入手,rùshǒu,7-9
入选,入選,rùxuǎn,7-9
软弱,軟弱,ruǎnruò,7-9
软实力,軟實力,ruǎnshílì,7-9
瑞雪,瑞雪,ruìxuě,7-9
润,潤,rùn,7-9
若干,若干,ruògān,7-9
弱点,弱點,ruòdiǎn,7-9
弱势,弱勢,ruòshì,7-9
撒,撒,sā,7-9
撒谎,撒謊,sāhuǎng,7-9
赛车,賽車,sàichē,7-9
赛跑,賽跑,sàipǎo,7-9
三番五次,三番五次,sānfān-wǔcì,7-9
三角,三角,sānjiǎo,7-9
三维,三維,sānwéi,7-9
散布,散佈,sànbù,7-9
散发,散發,sànfā,7-9
桑拿,桑拿,sāngná,7-9
嗓子,嗓子,sǎngzi,7-9
丧生,喪生,sàngshēng,7-9
骚乱,騷亂,sāoluàn,7-9
骚扰,騷擾,sāorǎo,7-9
扫除,掃除,sǎochú,7-9
扫描,掃描,sǎomiáo,7-9
扫墓,掃墓,sǎomù,7-9
扫兴,掃興,sǎoxìng,7-9
嫂子,嫂子,sǎozi,7-9
僧人,僧人,sēngrén,7-9
杀害,殺害,shāhài,7-9
杀手,殺手,shāshǒu,7-9
沙龙,沙龍,shālóng,7-9
沙滩,沙灘,shātān,7-9
纱,紗,shā,7-9
刹车,剎車,shāchē,7-9
砂糖,砂糖,shātáng,7-9
鲨鱼,鯊魚,shāyú,7-9
傻瓜,傻瓜,shǎguā,7-9
筛,篩,shāi,7-9
筛选,篩選,shāixuǎn,7-9
晒太阳,曬太陽,shài tàiyáng,7-9
山川,山川,shānchuān,7-9
山顶,山頂,shāndǐng,7-9
山冈,山岡,shāngāng,7-9
山岭,山嶺,shānlǐng,7-9
山路,山路,shānlù,7-9
山寨,山寨,shānzhài,7-9
删,刪,shān,7-9
删除,刪除,shānchú,7-9
煽动,煽動,shāndòng,7-9
闪烁,閃爍,shǎnshuò,7-9
善,善,shàn,7-9
善意,善意,shànyì,7-9
擅长,擅長,shàncháng,7-9
擅自,擅自,shànzì,7-9
膳食,膳食,shànshí,7-9
赡养,贍養,shànyǎng,7-9
伤残,傷殘,shāngcán,7-9
伤感,傷感,shānggǎn,7-9
伤痕,傷痕,shānghén,7-9
伤脑筋,傷腦筋,shāng nǎojīn,7-9
伤势,傷勢,shāngshì,7-9
商贩,商販,shāngfàn,7-9
商贾,商賈,shānggǔ,7-9
商讨,商討,shāngtǎo,7-9
上报,上報,shàngbào,7-9
上场,上場,shàngchǎng,7-9
上方,上方,shàngfāng,7-9
上岗,上崗,shànggǎng,7-9
上火,上火,shànghuǒ,7-9
上空,上空,shàngkōng,7-9
上流,上流,shàngliú,7-9
上期,上期,shàng qī,7-9
上任,上任,shàngrèn,7-9
上述,上述,shàngshù,7-9
上司,上司,shàngsi,7-9
上诉,上訴,shàngsù,7-9
上调,上調,shàngtiáo,7-9
上头,上頭,shàngtou,7-9
上限,上限,shàngxiàn,7-9
上旬,上旬,shàngxún,7-9
上瘾,上癮,shàngyǐn,7-9
上映,上映,shàngyìng,7-9
上游,上游,shàngyóu,7-9
尚,尚,shàng,7-9
尚未,尚未,shàngwèi,7-9
捎,捎,shāo,7-9
烧毁,燒燬,shāohuǐ,7-9
烧烤,燒烤,shāokǎo,7-9
稍后,稍後,shāohòu,7-9
稍候,稍候,shāohòu,7-9
稍稍,稍稍,shāoshāo,7-9
少不了,少不了,shǎobuliǎo,7-9
少见,少見,shǎojiàn,7-9
少量,少量,shǎoliàng,7-9
少有,少有,shǎoyǒu,7-9
少林寺,少林寺,Shàolín Sì,7-9
少女,少女,shàonǚ,7-9
奢侈,奢侈,shēchǐ,7-9
奢望,奢望,shēwàng,7-9
设,設,shè,7-9
设定,設定,shèdìng,7-9
设法,設法,shèfǎ,7-9
社会主义,社會主義,shèhuì zhǔyì,7-9
社交,社交,shèjiāo,7-9
社论,社論,shèlùn,7-9
社团,社團,shètuán,7-9
涉嫌,涉嫌,shèxián,7-9
摄氏度,攝氏度,shèshìdù,7-9
谁知道,誰知道,shéi zhīdào,7-9
申办,申辦,shēnbàn,7-9
申报,申報,shēnbào,7-9
申领,申領,shēnlǐng,7-9
伸手,伸手,shēnshǒu,7-9
伸缩,伸縮,shēnsuō,7-9
伸张,伸張,shēnzhāng,7-9
身不由己,身不由己,shēnbùyóujǐ,7-9
身价,身價,shēnjià,7-9
身躯,身軀,shēnqū,7-9
身心,身心,shēnxīn,7-9
身影,身影,shēnyǐng,7-9
身子,身子,shēnzi,7-9
绅士,紳士,shēnshì,7-9
深奥,深奧,shēn'ào,7-9
深切,深切,shēnqiè,7-9
深情,深情,shēnqíng,7-9
深入人心,深入人心,shēnrù-rénxīn,7-9
深受,深受,shēnshòu,7-9
深思,深思,shēnsī,7-9
深信,深信,shēnxìn,7-9
深夜,深夜,shēnyè,7-9
深远,深遠,shēnyuǎn,7-9
神气,神氣,shénqì,7-9
神圣,神聖,shénshèng,7-9
神态,神態,shéntài,7-9
神仙,神仙,shénxiān,7-9
审,審,shěn,7-9
审定,審定,shěndìng,7-9
审核,審核,shěnhé,7-9
审美,審美,shěnměi,7-9
审判,審判,shěnpàn,7-9
审批,審批,shěnpī,7-9
审视,審視,shěnshì,7-9
肾,腎,shèn,7-9
甚至于,甚至於,shènzhìyú,7-9
渗,滲,shèn,7-9
渗透,滲透,shèntòu,7-9
慎重,慎重,shènzhòng,7-9
升温,升溫,shēngwēn,7-9
生机,生機,shēngjī,7-9
生理,生理,shēnglǐ,7-9
生命线,生命線,shēngmìngxiàn,7-9
生怕,生怕,shēngpà,7-9
生平,生平,shēngpíng,7-9
生前,生前,shēngqián,7-9
生死,生死,shēngsǐ,7-9
生态,生態,shēngtài,7-9
生物,生物,shēngwù,7-9
生效,生效,shēngxiào,7-9
生涯,生涯,shēngyá,7-9
生硬,生硬,shēngyìng,7-9
生育,生育,shēngyù,7-9
声称,聲稱,shēngchēng,7-9
声望,聲望,shēngwàng,7-9
声誉,聲譽,shēngyù,7-9
牲畜,牲畜,shēngchù,7-9
绳子,繩子,shéngzi,7-9
省略,省略,shěnglüè,7-9
省事,省事,shěngshì,7-9
圣贤,聖賢,shèngxián,7-9
胜出,勝出,shèngchū,7-9
胜任,勝任,shèngrèn,7-9
盛大,盛大,shèngdà,7-9
盛会,盛會,shènghuì,7-9
盛开,盛開,shèngkāi,7-9
盛气凌人,盛氣凌人,shèngqì-língrén,7-9
剩余,剩餘,shèngyú,7-9
尸体,屍體,shītǐ,7-9
失传,失傳,shīchuán,7-9
失控,失控,shīkòng,7-9
失利,失利,shīlì,7-9
失恋,失戀,shīliàn,7-9
失灵,失靈,shīlíng,7-9
失落,失落,shīluò,7-9
失眠,失眠,shīmián,7-9
失明,失明,shīmíng,7-9
失效,失效,shīxiào,7-9
失业率,失業率,shīyèlǜ,7-9
失踪,失蹤,shīzōng,7-9
师范,師範,shīfàn,7-9
师长,師長,shīzhǎng,7-9
师资,師資,shīzī,7-9
狮子,獅子,shīzi,7-9
施工,施工,shīgōng,7-9
施加,施加,shījiā,7-9
施行,施行,shīxíng,7-9
施压,施壓,shīyā,7-9
湿度,濕度,shīdù,7-9
湿润,濕潤,shīrùn,7-9
十字路口,十字路口,shízì lùkǒu,7-9
时不时,時不時,shíbùshí,7-9
时段,時段,shíduàn,7-9
时隔,時隔,shí gé,7-9
时好时坏,時好時壞,shíhǎo-shíhuài,7-9
时间表,時間表,shíjiānbiǎo,7-9
时空,時空,shíkōng,7-9
时髦,時髦,shímáo,7-9
时尚,時尚,shíshàng,7-9
时速,時速,shísù,7-9
识别,識別,shíbié,7-9
实地,實地,shídì,7-9
实话,實話,shíhuà,7-9
实话实说,實話實說,shíhuà-shíshuō,7-9
实况,實況,shíkuàng,7-9
实事求是,實事求是,shíshì-qiúshì,7-9
实体,實體,shítǐ,7-9
实物,實物,shíwù,7-9
实质,實質,shízhì,7-9
食宿,食宿,shísù,7-9
食用,食用,shíyòng,7-9
史无前例,史無前例,shǐwúqiánlì,7-9
使唤,使喚,shǐhuan,7-9
使命,使命,shǐmìng,7-9
使者,使者,shǐzhě,7-9
士气,士氣,shìqì,7-9
示威,示威,shìwēi,7-9
示意,示意,shìyì,7-9
世代,世代,shìdài,7-9
世故,世故,shìgu,7-9
世界级,世界級,shìjiè jí,7-9
世袭,世襲,shìxí,7-9
市场经济,市場經濟,shìchǎng jīngjì,7-9
势必,勢必,shìbì,7-9
势不可当,勢不可當,shìbùkědāng,7-9
势头,勢頭,shìtou,7-9
事迹,事跡,shìjì,7-9
事态,事態,shìtài,7-9
事务,事務,shìwù,7-9
事务所,事務所,shìwùsuǒ,7-9
事项,事項,shìxiàng,7-9
事宜,事宜,shìyí,7-9
侍候,侍候,shìhòu,7-9
试探,試探,shìtan,7-9
试行,試行,shìxíng,7-9
试用,試用,shìyòng,7-9
试用期,試用期,shìyòngqī,7-9
视察,視察,shìchá,7-9
视角,視角,shìjiǎo,7-9
视觉,視覺,shìjué,7-9
视力,視力,shìlì,7-9
视线,視線,shìxiàn,7-9
视野,視野,shìyě,7-9
柿子,柿子,shìzi,7-9
是非,是非,shìfēi,7-9
适度,適度,shìdù,7-9
适量,適量,shìliàng,7-9
适时,適時,shìshí,7-9
适宜,適宜,shìyí,7-9
逝世,逝世,shìshì,7-9
释放,釋放,shìfàng,7-9
嗜好,嗜好,shìhào,7-9
收复,收復,shōufù,7-9
收据,收據,shōujù,7-9
收敛,收斂,shōuliǎn,7-9
收留,收留,shōuliú,7-9
收买,收買,shōumǎi,7-9
收视率,收視率,shōushìlǜ,7-9
收缩,收縮,shōusuō,7-9
收支,收支,shōuzhī,7-9
手臂,手臂,shǒubì,7-9
手册,手冊,shǒucè,7-9
手动,手動,shǒudòng,7-9
手脚,手腳,shǒujiǎo,7-9
手帕,手帕,shǒupà,7-9
手枪,手槍,shǒuqiāng,7-9
手势,手勢,shǒushì,7-9
手术室,手術室,shǒushùshì,7-9
手头,手頭,shǒutóu,7-9
手腕,手腕,shǒuwàn,7-9
手艺,手藝,shǒuyì,7-9
手掌,手掌,shǒuzhǎng,7-9
守候,守候,shǒuhòu,7-9
守护,守護,shǒuhù,7-9
守株待兔,守株待兔,shǒuzhū-dàitù,7-9
首创,首創,shǒuchuàng,7-9
首府,首府,shǒufǔ,7-9
首批,首批,shǒupī,7-9
首饰,首飾,shǒushì,7-9
首要,首要,shǒuyào,7-9
寿命,壽命,shòumìng,7-9
受过,受過,shòuguò,7-9
受害,受害,shòuhài,7-9
受害人,受害人,shòuhàirén,7-9
受贿,受賄,shòuhuì,7-9
受惊,受驚,shòujīng,7-9
受苦,受苦,shòukǔ,7-9
受理,受理,shòulǐ,7-9
受骗,受騙,shòupiàn,7-9
受益,受益,shòuyì,7-9
授权,授權,shòuquán,7-9
授予,授予,shòuyǔ,7-9
售价,售價,shòujià,7-9
售票,售票,shòupiào,7-9
书橱,書櫥,shūchú,7-9
书籍,書籍,shūjí,7-9
书记,書記,shūjì,7-9
书面,書面,shūmiàn,7-9
书写,書寫,shūxiě,7-9
抒情,抒情,shūqíng,7-9
枢纽,樞紐,shūniǔ,7-9
梳,梳,shū,7-9
梳理,梳理,shūlǐ,7-9
梳子,梳子,shūzi,7-9
舒畅,舒暢,shūchàng,7-9
疏导,疏導,shūdǎo,7-9
疏忽,疏忽,shūhu,7-9
疏散,疏散,shūsàn,7-9
疏通,疏通,shūtōng,7-9
输家,輸家,shūjiā,7-9
输送,輸送,shūsòng,7-9
输血,輸血,shūxuè,7-9
输液,輸液,shūyè,7-9
赎,贖,shú,7-9
暑期,暑期,shǔqī,7-9
属性,屬性,shǔxìng,7-9
曙光,曙光,shǔguāng,7-9
束缚,束縛,shùfù,7-9
树立,樹立,shùlì,7-9
树木,樹木,shùmù,7-9
树梢,樹梢,shùshāo,7-9
树荫,樹蔭,shùyīn,7-9
树枝,樹枝,shùzhī,7-9
竖,豎,shù,7-9
数额,數額,shù'é,7-9
数据库,數據庫,shùjùkù,7-9
刷新,刷新,shuāxīn,7-9
耍,耍,shuǎ,7-9
耍赖,耍賴,shuǎlài,7-9
衰减,衰減,shuāijiǎn,7-9
衰竭,衰竭,shuāijié,7-9
衰老,衰老,shuāilǎo,7-9
衰弱,衰弱,shuāiruò,7-9
衰退,衰退,shuāituì,7-9
摔跤,摔跤,shuāijiāo,7-9
甩,甩,shuǎi,7-9
率,率,shuài,7-9
拴,拴,shuān,7-9
涮,涮,shuàn,7-9
双胞胎,雙胞胎,shuāngbāotāi,7-9
双边,雙邊,shuāngbiān,7-9
双重,雙重,shuāngchóng,7-9
双向,雙向,shuāngxiàng,7-9
双赢,雙贏,shuāngyíng,7-9
霜,霜,shuāng,7-9
爽快,爽快,shuǎngkuai,7-9
水槽,水槽,shuǐcáo,7-9
水稻,水稻,shuǐdào,7-9
水管,水管,shuǐguǎn,7-9
水壶,水壺,shuǐhú,7-9
水货,水貨,shuǐhuò,7-9
水晶,水晶,shuǐjīng,7-9
水利,水利,shuǐlì,7-9
水灵灵,水靈靈,shuǐlínglíng,7-9
水龙头,水龍頭,shuǐlóngtóu,7-9
水落石出,水落石出,shuǐluò-shíchū,7-9
